Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond NO or no.
4834,3,2,3,NO
4835,5,5,1,NO
4836,2,3,5,NO
4837,4,1,3,NO
4838,3,5,2,NO
4839,1,3,2,No
4840,5,2,4,NO
4841,2,2,4,No
4842,4,4,3,NO
4843,5,4,5,NO
4844,2,3,3,No
4845,5,5,1,NO
4846,3,3,5,NO
4847,1,1,5,NO
4848,5,5,2,NO
4849,3,5,1,No
4850,2,2,5,NO
4851,2,1,2,NO
4852,4,5,3,NO
4853,4,2,,No
4854,4,4,4,NO
4855,3,3,3,NO
4856,1,1,1,NO
4857,5,5,5,NO
4858,2,2,2,No
4859,4,4,4,NO
4860,5,5,5,NO
4861,2,2,2,NO
4862,5,5,5,NO
4863,3,3,3,No
4864,1,1,1,NO
4865,5,5,5,NO
4866,3,3,3,NO
4867,2,2,2,NO
4868,2,2,2,NO
4869,4,4,4,NO
4870,4,4,4,No
4871,3,3,3,NO
4872,5,5,5,NO
4873,3,3,3,NO
4874,1,1,1,NO
4875,5,5,5,NO
4876,5,5,5,NO
4877,2,2,2,NO
4878,1,1,1,NO
4879,5,5,5,No
4880,2,2,2,NO
4881,3,3,3,No
4882,5,5,5,NO
4883,3,3,3,NO
4884,4,4,4,No
4885,5,5,5,NO
4886,2,2,2,NO
4887,5,5,5,NO
4888,1,1,1,NO
4889,3,3,3,No
4890,5,5,5,NO
4891,3,3,3,NO
4892,5,5,5,NO
4893,2,2,2,No
4894,4,4,4,NO
4895,3,3,3,NO
4896,1,1,1,NO
4897,5,5,5,NO
4898,2,2,2,No
4899,4,4,4,NO
4900,5,5,5,NO
4901,2,2,2,NO
4902,5,5,5,NO
4903,3,3,3,No
4904,1,1,1,NO
4905,5,5,5,NO
4906,3,3,3,NO
4907,2,2,2,NO
4908,2,2,2,NO
4909,4,4,4,NO
4910,4,4,4,No
4911,3,3,3,NO
4912,5,5,5,NO
4913,3,3,3,NO
4914,1,1,1,NO
4915,5,5,5,NO
4916,5,5,5,NO
4917,2,2,2,NO
4918,1,1,1,NO
4919,5,5,5,No
4920,2,2,2,NO
4921,3,3,3,No
4922,5,5,5,NO
4923,3,3,3,NO
4924,4,4,4,No
4925,5,5,5,NO
4926,2,2,2,NO
4927,5,5,5,NO
4928,1,1,1,NO
4929,3,3,3,No
4930,5,5,5,NO
4931,3,3,3,NO
4932,5,5,5,NO
4933,2,2,2,No
4934,4,4,4,NO
4935,3,3,3,NO
4936,1,1,1,NO
4937,5,5,5,NO
4938,2,2,2,No
4939,4,4,4,NO
4940,5,5,5,NO
4941,2,2,2,NO
4942,5,5,5,NO
4943,3,3,3,No
4944,1,1,1,NO
4945,5,5,5,NO
4946,3,3,3,NO
4947,2,2,2,NO
4948,2,2,2,NO
4949,4,4,4,NO
4950,4,4,4,No
4951,3,3,3,NO
4952,5,5,5,NO
4953,3,3,3,NO
4954,1,1,1,NO
4955,5,5,5,NO
4956,5,5,5,NO
4957,2,2,2,NO
4958,1,1,1,NO
4959,5,5,5,No
4960,2,2,2,NO
4961,3,3,3,No
4962,5,5,5,NO
4963,3,3,3,NO
4964,4,4,4,No
4965,4,4,4,NO
4966,3,3,3,NO
4967,1,1,1,NO
4968,5,5,5,NO
4969,2,2,2,No
4970,4,4,4,NO
4971,5,5,5,NO
4972,2,2,2,NO
4973,5,5,5,No
4974,3,3,3,NO
4975,1,1,1,NO
4976,5,5,5,NO
4977,3,3,3,NO
4978,2,2,2,No
4979,2,2,2,NO
4980,4,4,4,NO
4981,4,4,4,NO
4982,3,3,3,NO
4983,5,5,5,No
4984,3,3,3,NO
4985,1,1,1,NO
4986,5,5,5,NO
4987,5,5,5,NO
4988,2,2,2,NO
4989,1,1,1,NO
4990,5,5,5,No
4991,2,2,2,NO
4992,3,3,3,NO
4993,5,5,5,NO
4994,3,3,3,NO
4995,4,4,4,NO
4996,5,5,5,NO
4997,2,2,2,NO
4998,5,5,5,NO
4999,1,1,1,No
5000,3,3,3,NO
5001,5,5,5,No
5002,3,3,3,NO
5003,5,5,5,NO
5004,2,2,2,No
5005,4,4,4,NO
5006,3,3,3,NO
5007,1,1,1,NO
5008,5,5,5,NO
5009,2,2,2,No
5010,4,4,4,NO
5011,5,5,5,NO
5012,2,2,2,NO
5013,5,5,5,No
5014,3,3,3,NO
5015,1,1,1,NO
5016,5,5,5,NO
5017,3,3,3,NO
5018,2,2,2,No
5019,2,2,2,NO
5020,4,4,4,NO
5021,4,4,4,NO
5022,3,3,3,NO
5023,5,5,5,No
5024,3,3,3,NO
5025,1,1,1,NO
5026,5,5,5,NO
5027,5,5,5,NO
5028,2,2,2,NO
5029,1,1,1,NO
5030,5,5,5,No
5031,2,2,2,NO
5032,3,3,3,NO
5033,5,5,5,NO
5034,3,3,3,NO
5035,4,4,4,NO
5036,5,5,5,NO
5037,2,2,2,NO
5038,5,5,5,NO
5039,1,1,1,No
5040,3,3,3,NO
5041,5,5,5,No
5042,3,3,3,NO
5043,5,5,5,NO
5044,2,2,2,No
5045,4,4,4,NO
5046,3,3,3,NO
5047,1,1,1,NO
5048,5,5,5,NO
5049,2,2,2,No
5050,4,4,4,NO
5051,5,5,5,NO
5052,2,2,2,NO
5053,5,5,5,No
5054,3,3,3,NO
5055,1,1,1,NO
5056,5,5,5,NO
5057,3,3,3,NO
5058,2,2,2,No
5059,2,2,2,NO
5060,4,4,4,NO
5061,4,4,4,NO
5062,3,3,3,NO
5063,5,5,5,No
5064,3,3,3,NO
5065,1,1,1,NO
5066,5,5,5,NO
5067,5,5,5,NO
5068,2,2,2,NO
5069,1,1,1,NO
5070,5,5,5,No
5071,2,2,2,NO
5072,3,3,3,NO
5073,5,5,5,NO
5074,3,3,3,NO
5075,4,4,4,NO
5076,5,5,5,NO
5077,2,2,2,NO
5078,5,5,5,NO
5079,1,1,1,No
5080,3,3,3,NO
5081,5,5,5,No
5082,3,3,3,NO
5083,5,5,5,NO
5084,2,2,2,No
5085,4,4,4,NO
5086,3,3,3,NO
5087,1,1,1,NO
5088,5,5,5,NO
5089,2,2,2,No
5090,4,4,4,NO
5091,5,5,5,NO
5092,2,2,2,NO
5093,5,5,5,No
5094,3,3,3,NO
5095,1,1,1,NO
5096,5,5,5,NO
5097,3,3,3,NO
5098,2,2,2,No
5099,2,2,2,NO
5100,4,4,4,NO
5101,4,4,4,NO
5102,3,3,3,NO
5103,5,5,5,No
5104,3,3,3,NO
5105,1,1,1,NO
5106,5,5,5,NO
5107,5,5,5,NO
5108,2,2,2,NO
5109,1,1,1,NO
5110,5,5,5,No
5111,2,2,2,NO
5112,3,3,3,NO
5113,5,5,5,NO
5114,3,3,3,NO
5115,4,4,4,NO
5116,5,5,5,NO
5117,2,2,2,NO
5118,5,5,5,NO
5119,1,1,1,No
5120,3,3,3,NO
5121,5,5,5,No
5122,3,3,3,NO
5123,5,5,5,NO
5124,2,2,2,No
5125,4,4,4,NO
5126,3,3,3,NO
5127,1,1,1,NO
5128,5,5,5,NO
5129,2,2,2,No
5130,4,4,4,NO
5131,5,5,5,NO
5132,2,2,2,NO
5133,5,5,5,No
5134,3,3,3,NO
5135,1,1,1,NO
5136,5,5,5,NO
5137,3,3,3,NO
5138,2,2,2,No
5139,2,2,2,NO
5140,4,4,4,NO
5141,4,4,4,NO
5142,3,3,3,NO
5143,5,5,5,No
5144,3,3,3,NO
5145,1,1,1,NO
5146,5,5,5,NO
5147,5,5,5,NO
5148,2,2,2,NO
5149,1,1,1,NO
5150,5,5,5,No
5151,2,2,2,NO
5152,3,3,3,NO
5153,,5,5,NO
5154,,3,3,NO
5155,,4,4,NO
5156,,5,5,NO
5157,,2,2,NO
5158,,5,5,NO
5159,,1,1,No
5160,,3,3,NO
5161,,5,5,No
5162,,3,3,NO
5163,,5,5,NO
5164,,2,2,No
5165,,4,4,NO
5166,,3,3,NO
5167,,1,1,NO
5168,,5,5,NO
5169,,2,2,No
5170,,4,4,NO
5171,,5,5,NO
5172,,2,2,NO
5173,,5,5,No
5174,,3,3,NO
5175,,1,1,NO
5176,5,5,5,NO
5177,3,3,3,NO
5178,4,2,2,No
5179,5,2,2,NO
5180,2,4,4,NO
5181,5,4,4,NO
5182,1,3,3,NO
5183,3,5,5,No
5184,5,3,3,NO
5185,3,1,1,NO
5186,5,5,5,NO
5187,2,5,5,NO
5188,4,2,2,NO
5189,3,1,1,NO
5190,1,5,5,No
5191,5,2,2,NO
5192,2,3,3,NO
5193,4,,,NO
5194,5,5,5,NO
5195,2,3,3,NO
5196,5,4,4,NO
5197,3,5,5,NO
5198,1,2,2,NO
5199,5,5,5,No
5200,3,1,1,NO
5201,2,3,3,No
5202,2,5,5,NO
5203,4,3,3,NO
5204,4,5,5,No
5205,3,2,2,NO
5206,5,4,4,NO
5207,3,3,3,NO
5208,1,1,1,NO
5209,5,5,5,No
5210,5,2,2,NO
5211,2,4,4,NO
5212,1,5,5,NO
5213,5,2,2,No
5214,2,5,5,NO
5215,3,3,3,NO
5216,5,1,1,NO
5217,3,5,5,NO
5218,4,3,3,No
5219,5,2,2,NO
5220,2,2,2,NO
5221,5,4,4,NO
5222,1,4,4,NO
5223,3,3,3,No
5224,5,5,5,NO
5225,3,3,3,NO
5226,5,1,1,NO
5227,2,5,5,NO
5228,4,5,5,NO
5229,3,2,2,NO
5230,1,1,1,No
5231,5,5,5,NO
5232,2,2,2,NO
5233,4,3,3,NO
5234,4,4,4,NO
5235,3,3,3,NO
5236,1,1,1,NO
5237,5,5,5,NO
5238,2,2,2,NO
5239,4,4,4,No
5240,5,5,5,NO
5241,2,2,2,No
5242,5,5,5,NO
5243,3,3,3,NO
5244,1,1,1,No
5245,5,5,5,NO
5246,3,3,3,NO
5247,2,2,2,NO
5248,2,2,2,NO
5249,4,4,4,No
5250,4,4,4,NO
5251,3,3,3,NO
5252,5,5,5,NO
5253,3,3,3,No
5254,1,1,1,NO
5255,5,5,5,NO
5256,5,5,5,NO
5257,2,2,2,NO
5258,1,1,1,No
5259,5,5,5,NO
5260,2,2,2,NO
5261,3,3,3,NO
5262,5,5,5,NO
5263,3,3,3,No
5264,4,4,4,NO
5265,5,5,5,NO
5266,2,2,2,NO
5267,5,5,5,NO
5268,1,1,1,NO
5269,3,3,3,NO
5270,5,5,5,No
5271,3,3,3,NO
5272,5,5,5,NO
5273,2,2,2,NO
5274,4,4,4,NO
5275,3,3,3,NO
5276,1,1,1,NO
5277,5,5,5,NO
5278,2,2,2,NO
5279,4,4,4,No
5280,5,5,5,NO
5281,2,2,2,No
5282,5,5,5,NO
5283,3,3,3,NO
5284,1,1,1,No
5285,5,5,5,NO
5286,3,3,3,NO
5287,2,2,2,NO
5288,2,2,2,NO
5289,4,4,4,No
5290,4,4,4,NO
5291,3,3,3,NO
5292,5,5,5,NO
5293,3,3,3,No
5294,1,1,1,NO
5295,5,5,5,NO
5296,5,5,5,NO
5297,2,2,2,NO
5298,1,1,1,No
5299,5,5,5,NO
5300,2,2,2,NO
5301,3,3,3,NO
5302,5,5,5,NO
5303,3,3,3,No
5304,4,4,4,NO
5305,5,5,5,NO
5306,2,2,2,NO
5307,5,5,5,NO
5308,1,1,1,NO
5309,3,3,3,NO
5310,5,5,5,No
5311,3,3,3,NO
5312,5,5,5,NO
5313,2,2,2,NO
5314,4,4,4,NO
5315,3,3,3,NO
5316,1,1,1,NO
5317,5,5,5,NO
5318,2,2,2,NO
5319,4,4,4,No
5320,5,5,5,NO
5321,2,2,2,No
5322,5,5,5,NO
5323,3,3,3,NO
5324,1,1,1,No
5325,5,5,5,NO
5326,3,3,3,NO
5327,2,2,2,NO
5328,2,2,2,NO
5329,4,4,4,No
5330,4,4,4,NO
5331,3,3,3,NO
5332,5,5,5,NO
5333,3,3,3,No
5334,1,1,1,NO
5335,5,5,5,NO
5336,5,5,5,NO
5337,2,2,2,NO
5338,1,1,1,No
5339,5,5,5,NO
5340,2,2,2,NO
5341,3,3,3,NO
5342,5,5,5,NO
5343,3,3,3,No
5344,4,4,4,NO
5345,5,5,5,NO
5346,2,2,2,NO
5347,5,5,5,NO
5348,1,1,1,NO
5349,3,3,3,NO
5350,5,5,5,No
5351,3,3,3,NO
5352,5,5,5,NO
5353,2,2,2,NO
5354,4,4,4,NO
5355,3,3,3,NO
5356,1,1,1,NO
5357,5,5,5,NO
5358,2,2,2,NO
5359,4,4,4,No
5360,5,5,5,NO
5361,2,2,2,No
5362,5,5,5,NO
5363,3,3,3,NO
5364,1,1,1,No
5365,5,5,5,NO
5366,3,3,3,NO
5367,2,2,2,NO
5368,2,2,2,NO
5369,4,4,4,No
5370,4,4,4,NO
5371,3,3,3,NO
5372,5,5,5,NO
5373,3,3,3,No
5374,1,1,1,NO
5375,5,5,5,NO
5376,5,5,5,NO
5377,2,2,2,NO
5378,1,1,1,No
5379,5,5,5,NO
5380,2,2,2,NO
5381,3,3,3,NO
5382,5,5,5,NO
5383,3,3,3,No
5384,4,4,4,NO
5385,5,5,5,NO
5386,2,2,2,NO
5387,5,5,5,NO
5388,1,1,1,NO
5389,3,3,3,NO
5390,5,5,5,No
5391,3,3,3,NO
5392,5,5,5,NO
5393,2,2,2,NO
5394,4,4,4,NO
5395,3,3,3,NO
5396,1,1,1,NO
5397,5,5,5,NO
5398,2,2,2,NO
5399,4,4,4,No
5400,5,5,5,NO
5401,2,2,2,No
5402,5,5,5,NO
5403,3,3,3,NO
5404,1,1,1,No
5405,5,5,5,NO
5406,3,3,3,NO
5407,2,2,2,NO
5408,2,2,2,NO
5409,4,4,4,No
5410,4,4,4,NO
5411,3,3,3,NO
5412,5,5,5,NO
5413,3,3,3,No
5414,1,1,1,NO
5415,5,5,5,NO
5416,5,5,5,NO
5417,2,2,2,NO
5418,1,1,1,No
5419,5,5,5,NO
5420,2,2,2,NO
5421,3,3,3,NO
5422,,5,5,NO
5423,,3,3,No
5424,,4,4,NO
5425,,5,5,NO
5426,,2,2,NO
5427,,5,5,NO
5428,,1,1,NO
5429,,3,3,NO
5430,,5,5,No
5431,,3,3,NO
5432,,5,5,NO
5433,,2,2,NO
5434,,4,4,NO
5435,,3,3,NO
5436,,1,1,NO
5437,,5,5,NO
5438,,2,2,NO
5439,,4,4,No
5440,,5,5,NO
5441,,2,2,No
5442,,5,5,NO
5443,,3,3,NO
5444,,1,1,No
5445,5,5,5,NO
5446,3,3,3,NO
5447,4,2,2,NO
5448,5,2,2,NO
5449,2,4,4,No
5450,5,4,4,NO
5451,1,3,3,NO
5452,3,5,5,NO
5453,5,3,3,No
5454,3,1,1,NO
5455,5,5,5,NO
5456,2,5,5,NO
5457,4,2,2,NO
5458,3,1,1,No
5459,1,5,5,NO
5460,5,2,2,NO
5461,2,3,3,NO
5462,4,,,NO
5463,5,5,5,No
5464,2,3,3,NO
5465,5,4,4,NO
5466,3,5,5,NO
5467,1,2,2,NO
5468,5,5,5,NO
5469,3,1,1,NO
5470,2,3,3,No
5471,2,5,5,NO
5472,4,3,3,NO
5473,4,5,5,NO
5474,3,2,2,NO
5475,5,4,4,NO
5476,3,3,3,NO
5477,1,1,1,NO
5478,5,5,5,NO
5479,5,2,2,No
5480,2,4,4,NO
5481,1,5,5,No
5482,5,2,2,NO
5483,2,5,5,NO
5484,3,3,3,No
5485,5,1,1,NO
5486,3,5,5,NO
5487,4,3,3,NO
5488,5,2,2,NO
5489,2,2,2,No
5490,5,4,4,NO
5491,1,4,4,NO
5492,3,3,3,NO
5493,5,5,5,No
5494,3,3,3,NO
5495,5,1,1,NO
5496,2,5,5,NO
5497,4,5,5,NO
5498,3,2,2,No
5499,1,1,1,NO
5500,5,5,5,NO
5501,2,2,2,NO
5502,4,3,3,NO
5503,5,5,5,No
5504,2,3,3,NO
5505,5,4,4,NO
5506,3,5,5,NO
5507,1,2,2,NO
5508,5,5,5,NO
5509,3,1,1,NO
5510,2,3,3,No
5511,2,5,5,NO
5512,4,3,3,NO
5513,4,5,5,NO
5514,3,2,2,NO
5515,5,4,4,NO
5516,3,3,3,NO
5517,1,1,1,NO
5518,5,5,5,NO
5519,5,2,2,No
5520,2,4,4,NO
5521,1,5,5,No
5522,5,2,2,NO
5523,2,5,5,NO
5524,3,3,3,No
5525,5,1,1,NO
5526,3,5,5,NO
5527,4,3,3,NO
5528,5,2,2,NO
5529,2,2,2,No
5530,5,4,4,NO
5531,1,4,4,NO
5532,3,3,3,NO
5533,5,5,5,No
5534,3,3,3,NO
5535,5,1,1,NO
5536,2,5,5,NO
5537,4,5,5,NO
5538,3,2,2,No
5539,1,1,1,NO
5540,5,5,5,NO
5541,2,2,2,NO
5542,4,3,3,NO
5543,5,5,5,No
5544,2,3,3,NO
5545,5,4,4,NO
5546,3,5,5,NO
5547,1,2,2,NO
5548,5,5,5,NO
5549,3,1,1,NO
5550,2,3,3,No
5551,2,5,5,NO
5552,4,3,3,NO
5553,4,5,5,NO
5554,3,2,2,NO
5555,5,4,4,NO
5556,3,3,3,NO
5557,1,1,1,NO
5558,5,5,5,NO
5559,5,2,2,No
5560,2,4,4,NO
5561,1,5,5,No
5562,5,2,2,NO
5563,2,5,5,NO
5564,3,3,3,No
5565,5,1,1,NO
5566,3,5,5,NO
5567,4,3,3,NO
5568,5,2,2,NO
5569,2,2,2,No
5570,5,4,4,NO
5571,1,4,4,NO
5572,3,3,3,NO
5573,5,5,5,No
5574,3,3,3,NO
5575,5,1,1,NO
5576,2,5,5,NO
5577,4,5,5,NO
5578,3,2,2,No
5579,1,1,1,NO
5580,5,5,5,NO
5581,2,2,2,NO
5582,4,3,3,NO
5583,5,5,5,No
5584,2,3,3,NO
5585,5,4,4,NO
5586,3,5,5,NO
5587,1,2,2,NO
5588,5,5,5,NO
5589,3,1,1,NO
5590,2,3,3,No
5591,2,5,5,NO
5592,4,3,3,NO
5593,4,5,5,NO
5594,3,2,2,NO
5595,5,4,4,NO
5596,3,3,3,NO
5597,1,1,1,NO
5598,5,5,5,NO
5599,5,2,2,No
5600,2,4,4,NO
5601,1,5,5,No
5602,5,2,2,NO
5603,2,5,5,NO
5604,3,3,3,No
5605,,1,1,NO
5606,5,5,5,NO
5607,3,3,3,NO
5608,4,2,2,NO
5609,5,2,2,No
5610,2,4,4,NO
5611,5,4,4,NO
5612,1,3,3,NO
5613,3,5,5,No
5614,5,3,3,NO
5615,3,1,1,NO
5616,5,5,5,NO
5617,2,5,5,NO
5618,4,2,2,No
5619,3,1,1,NO
5620,1,5,5,NO
5621,5,2,2,NO
5622,2,3,3,NO
5623,4,,,No
5624,5,,,NO
5625,2,,,NO
5626,5,,,NO
5627,3,,,NO
5628,1,,,NO
5629,5,,,NO
5630,3,,,No
5631,2,,,NO
5632,2,,,NO
5633,4,,,NO
5634,4,,,NO
5635,3,,5,NO
5636,5,,3,NO
5637,3,5,4,NO
5638,1,3,5,NO
5639,5,4,2,No
5640,5,5,5,NO
5641,2,2,1,No
5642,1,5,3,NO
5643,5,1,5,NO
5644,2,3,3,No
5645,3,5,5,NO
5646,5,3,2,NO
5647,3,5,4,NO
5648,4,2,3,NO
5649,5,4,1,No
5650,2,3,5,NO
5651,5,1,2,NO
5652,1,5,4,NO
5653,3,2,5,No
5654,5,4,2,NO
5655,3,5,5,NO
5656,5,2,3,NO
5657,2,5,1,NO
5658,4,3,5,No
5659,3,1,3,NO
5660,1,5,2,NO
5661,5,3,2,NO
5662,2,2,4,NO
5663,4,2,4,No
5664,5,4,3,NO
5665,2,4,5,NO
5666,5,3,3,NO
5667,3,5,1,NO
5668,1,3,5,NO
5669,5,1,5,NO
5670,3,5,2,No
5671,2,5,1,NO
5672,2,2,5,NO
5673,4,1,2,NO
5674,4,5,3,NO
5675,3,2,5,NO
5676,5,3,3,NO
5677,3,5,4,NO
5678,1,3,5,NO
5679,5,4,2,No
5680,5,5,5,NO
5681,2,2,1,No
5682,1,5,3,NO
5683,5,1,5,NO
5684,2,3,3,No
5685,3,5,5,NO
5686,5,3,2,NO
5687,3,5,4,NO
5688,4,2,3,NO
5689,5,4,1,No
5690,2,3,5,NO
5691,5,1,2,NO
5692,1,5,4,NO
5693,3,2,5,No
5694,5,4,2,NO
5695,3,5,5,NO
5696,5,2,3,NO
5697,2,5,1,NO
5698,4,3,5,No
5699,3,1,3,NO
5700,1,5,2,NO
5701,5,3,2,NO
5702,2,2,4,NO
5703,4,2,4,No
5704,5,4,3,NO
5705,2,4,5,NO
5706,5,3,3,NO
5707,3,5,1,NO
5708,1,3,5,NO
5709,5,1,5,NO
5710,3,5,2,No
5711,2,5,1,NO
5712,2,2,5,
5713,4,1,2,
5714,4,5,3,NO
5715,3,2,5,NO
5716,5,3,3,NO
5717,3,5,4,NO
5718,1,3,5,NO
5719,5,4,2,NO
5720,5,5,5,NO
5721,2,2,1,No
5722,1,5,3,NO
5723,5,1,5,No
5724,2,3,3,NO
5725,3,5,5,NO
5726,5,3,2,No
5727,3,5,4,NO
5728,4,2,3,NO
5729,5,4,1,NO
5730,2,3,5,NO
5731,5,1,2,No
5732,1,5,4,NO
5733,3,2,5,NO
5734,5,4,2,NO
5735,3,5,5,No
5736,5,2,3,NO
5737,2,5,1,NO
5738,4,3,5,NO
5739,3,1,3,NO
5740,1,5,2,No
5741,5,3,2,NO
5742,2,2,4,NO
5743,4,2,4,NO
5744,5,4,3,NO
5745,2,4,5,No
5746,5,3,3,NO
5747,3,5,1,NO
5748,1,3,5,NO
5749,5,1,5,NO
5750,3,5,2,NO
5751,2,5,1,NO
5752,2,2,5,No
5753,4,1,2,NO
5754,4,5,3,NO
5755,3,2,5,NO
5756,5,3,3,NO
5757,3,5,4,NO
5758,1,3,5,NO
5759,5,4,2,NO
5760,5,5,5,NO
5761,2,2,1,No
5762,1,5,3,NO
5763,5,1,5,No
5764,2,3,3,NO
5765,3,5,5,NO
5766,,3,2,No
5767,5,5,4,NO
5768,3,2,3,NO
5769,4,4,1,NO
5770,5,3,5,NO
5771,2,1,2,No
5772,5,5,4,NO
5773,1,2,5,NO
5774,3,4,2,NO
5775,5,5,5,No
5776,3,2,3,NO
5777,5,5,1,NO
5778,2,3,5,NO
5779,4,1,3,NO
5780,3,5,2,No
5781,1,3,2,NO
5782,5,2,4,NO
5783,2,2,4,NO
5784,4,4,3,NO
5785,5,4,5,No
5786,4,4,4,NO
5787,3,3,3,NO
5788,1,1,1,NO
5789,5,5,5,NO
5790,2,2,2,NO
5791,4,4,4,NO
5792,5,5,5,No
5793,2,2,2,NO
5794,5,5,5,NO
5795,3,3,3,NO
5796,1,1,1,NO
5797,5,5,5,NO
5798,3,3,3,NO
5799,2,2,2,NO
5800,2,2,2,NO
5801,4,4,4,No
5802,4,4,4,NO
5803,3,3,3,No
5804,5,5,5,NO
5805,3,3,3,NO
5806,1,1,1,No
5807,5,5,5,NO
5808,5,5,5,NO
5809,2,2,2,NO
5810,1,1,1,NO
5811,5,5,5,No
5812,2,2,2,NO
5813,3,3,3,NO
5814,5,5,5,NO
5815,3,3,3,No
5816,4,4,4,NO
5817,5,5,5,NO
5818,2,2,2,NO
5819,5,5,5,NO
5820,1,1,1,No
5821,3,3,3,NO
5822,5,5,5,NO
5823,3,3,3,NO
5824,5,5,5,NO
5825,2,2,2,No
5826,4,4,4,NO
5827,3,3,3,NO
5828,1,1,1,NO
5829,5,5,5,NO
5830,2,2,2,NO
5831,4,4,4,NO
5832,5,5,5,No
5833,2,2,2,NO
5834,5,5,5,NO
5835,3,3,3,NO
5836,1,1,1,NO
5837,5,5,5,NO
5838,3,3,3,NO
5839,2,2,2,NO
5840,2,2,2,NO
5841,4,4,4,No
5842,4,4,4,NO
5843,3,3,3,No
5844,5,5,5,NO
5845,3,3,3,NO
5846,1,1,1,No
5847,5,5,5,NO
5848,5,5,5,NO
5849,2,2,2,NO
5850,1,1,1,NO
5851,5,5,5,No
5852,2,2,2,NO
5853,3,3,3,NO
5854,5,5,5,NO
5855,3,3,3,No
5856,4,4,4,NO
5857,5,5,5,NO
5858,2,2,2,NO
5859,5,5,5,NO
5860,1,1,1,No
5861,3,3,3,NO
5862,5,5,5,NO
5863,3,3,3,NO
5864,5,5,5,NO
5865,2,2,2,No
5866,4,4,4,NO
5867,3,3,3,NO
5868,1,1,1,NO
5869,5,5,5,NO
5870,2,2,2,NO
5871,4,4,4,NO
5872,5,5,5,No
5873,2,2,2,NO
5874,5,5,5,NO
5875,3,3,3,NO
5876,1,1,1,NO
5877,5,5,5,NO
5878,3,3,3,NO
5879,2,2,2,NO
5880,2,2,2,NO
5881,4,4,4,No
5882,4,4,4,NO
5883,3,3,3,No
5884,5,5,5,NO
5885,3,3,3,NO
5886,1,1,1,No
5887,5,5,5,NO
5888,5,5,5,NO
5889,2,2,2,NO
5890,1,1,1,NO
5891,5,5,5,No
5892,2,2,2,NO
5893,3,3,3,NO
5894,5,5,5,NO
5895,3,3,3,No
5896,4,4,4,NO
5897,5,5,5,NO
5898,2,2,2,NO
5899,5,5,5,NO
5900,1,1,1,No
5901,3,3,3,NO
5902,5,5,5,NO
5903,3,3,3,NO
5904,5,5,5,NO
5905,2,2,2,No
5906,4,4,4,NO
5907,3,3,3,NO
5908,1,1,1,NO
5909,5,5,5,NO
5910,2,2,2,NO
5911,4,4,4,NO
5912,5,5,5,No
5913,2,2,2,NO
5914,5,5,5,NO
5915,3,3,3,NO
5916,1,1,1,NO
5917,5,5,5,NO
5918,3,3,3,NO
5919,2,2,2,NO
5920,2,2,2,NO
5921,4,4,4,No
5922,4,4,4,NO
5923,3,3,3,No
5924,5,5,5,NO
5925,3,3,3,NO
5926,1,1,1,No
5927,5,5,5,NO
5928,5,5,5,NO
5929,2,2,2,NO
5930,1,1,1,NO
5931,5,5,5,No
5932,2,2,2,NO
5933,3,3,3,NO
5934,5,5,5,NO
5935,3,3,3,No
5936,4,4,4,NO
5937,5,5,5,NO
5938,2,2,2,NO
5939,5,5,5,NO
5940,1,1,1,No
5941,3,3,3,NO
5942,5,5,5,NO
5943,3,3,3,NO
5944,5,5,5,NO
5945,2,2,2,No
5946,4,4,4,NO
5947,3,3,3,NO
5948,1,1,1,NO
5949,5,5,5,NO
5950,2,2,2,NO
5951,4,4,4,NO
5952,5,5,5,No
5953,2,2,2,NO
5954,5,5,5,NO
5955,3,3,3,NO
5956,1,1,1,NO
5957,5,5,5,NO
5958,3,3,3,NO
5959,2,2,2,NO
5960,2,2,2,NO
5961,4,4,4,No
5962,4,4,4,NO
5963,3,3,3,No
5964,5,5,5,NO
5965,3,3,3,NO
5966,1,1,1,No
5967,5,5,5,NO
5968,5,5,5,NO
5969,2,2,2,NO
5970,1,1,1,NO
5971,5,5,5,No
5972,2,2,2,NO
5973,3,3,3,NO
5974,,5,5,NO
5975,,3,3,No
5976,,4,4,NO
5977,,5,5,NO
5978,,2,2,NO
5979,,5,5,NO
5980,,1,1,No
5981,,3,3,NO
5982,,5,5,NO
5983,,3,3,NO
5984,,5,5,NO
5985,,2,2,No
5986,,4,4,NO
5987,,3,3,NO
5988,,1,1,NO
5989,,5,5,NO
5990,,2,2,NO
5991,,4,4,NO
5992,,5,5,No
5993,,2,2,NO
5994,,5,5,NO
5995,,3,3,NO
5996,,1,1,NO
5997,5,5,5,NO
5998,3,3,3,NO
5999,4,2,2,NO
6000,5,2,2,NO
6001,2,4,4,No
6002,5,4,4,NO
6003,1,3,3,No
6004,3,5,5,NO
6005,5,3,3,NO
6006,3,1,1,No
6007,5,5,5,NO
6008,2,5,5,NO
6009,4,2,2,NO
6010,3,1,1,NO
6011,1,5,5,No
6012,5,2,2,NO
6013,2,3,3,NO
